account_id,account_district_id,account_frequency
3840,76,monthly issuance
4009,56,monthly issuance
3886,1,monthly issuance
3445,1,monthly issuance
2482,1,monthly issuance
2361,28,monthly issuance
974,29,monthly issuance
2959,8,monthly issuance
1880,76,monthly issuance
3355,70,monthly issuance
2501,30,monthly issuance
1073,73,monthly issuance
8558,1,issuance after transaction
3101,1,monthly issuance
2568,17,monthly issuance
1169,49,issuance after transaction
3684,23,monthly issuance
1406,50,monthly issuance
71,1,monthly issuance
3528,10,monthly issuance
3405,36,monthly issuance
6118,1,weekly issuance
2382,59,monthly issuance
1570,1,monthly issuance
1511,51,issuance after transaction
1237,9,monthly issuance
3307,30,monthly issuance
3378,55,monthly issuance
989,19,monthly issuance
3253,71,issuance after transaction
1626,3,monthly issuance
289,1,monthly issuance
1987,54,monthly issuance
817,5,monthly issuance
2228,34,monthly issuance
904,1,monthly issuance
3824,41,monthly issuance
3599,63,monthly issuance
22,1,monthly issuance
470,64,monthly issuance
1273,37,monthly issuance
237,50,monthly issuance
59,43,monthly issuance
572,32,monthly issuance
1269,52,monthly issuance
855,1,monthly issuance
3183,45,monthly issuance
1969,5,monthly issuance
2799,54,weekly issuance
1042,43,monthly issuance
1158,50,monthly issuance
2713,26,monthly issuance
740,28,monthly issuance
493,26,monthly issuance
2067,76,monthly issuance
3804,7,monthly issuance
4259,66,monthly issuance
2886,1,monthly issuance
761,43,monthly issuance
1918,24,monthly issuance
3036,10,monthly issuance
3259,1,monthly issuance
4408,71,weekly issuance
2009,17,monthly issuance
1194,1,monthly issuance
3718,63,monthly issuance
3201,4,monthly issuance
460,1,monthly issuance
784,59,monthly issuance
3714,2,weekly issuance
2154,63,monthly issuance
1256,38,monthly issuance
1353,51,monthly issuance
1820,10,monthly issuance
2494,74,monthly issuance
2399,1,monthly issuance
343,18,monthly issuance
575,38,monthly issuance
900,48,monthly issuance
1467,37,monthly issuance
31,68,monthly issuance
1375,19,monthly issuance
1371,1,monthly issuance
844,53,monthly issuance
908,62,monthly issuance
3134,48,monthly issuance
2092,1,monthly issuance
3747,1,monthly issuance
277,32,issuance after transaction
3595,30,monthly issuance
2511,40,monthly issuance
1388,29,monthly issuance
4245,52,monthly issuance
3838,3,monthly issuance
543,64,monthly issuance
3653,31,monthly issuance
524,61,monthly issuance
82,26,monthly issuance
3912,2,monthly issuance
1949,41,monthly issuance
1865,1,monthly issuance
451,11,monthly issuance
50,1,monthly issuance
1184,14,monthly issuance
363,1,monthly issuance
2454,8,monthly issuance
2847,75,monthly issuance
2740,14,monthly issuance
1871,48,monthly issuance
8405,20,monthly issuance
266,47,monthly issuance
1879,10,monthly issuance
2259,64,monthly issuance
609,63,monthly issuance
9750,74,monthly issuance
2375,29,monthly issuance
216,38,monthly issuance
56,50,monthly issuance
7824,60,monthly issuance
649,69,weekly issuance
2996,54,monthly issuance
1509,51,monthly issuance
2170,1,issuance after transaction
2001,75,monthly issuance
2903,38,monthly issuance
3717,56,monthly issuance
4195,67,monthly issuance
2496,51,monthly issuance
9583,31,weekly issuance
3636,21,monthly issuance
1826,5,monthly issuance
2227,31,weekly issuance
2749,1,monthly issuance
535,35,monthly issuance
4066,72,monthly issuance
2662,71,monthly issuance
1053,57,monthly issuance
11333,8,monthly issuance
1838,68,monthly issuance
3037,44,monthly issuance
3372,23,monthly issuance
985,32,monthly issuance
6924,74,monthly issuance
3484,22,monthly issuance
700,20,monthly issuance
3289,1,monthly issuance
2638,5,monthly issuance
8316,70,monthly issuance
1634,77,monthly issuance
4825,15,monthly issuance
3650,8,monthly issuance
10942,44,weekly issuance
2922,16,monthly issuance
693,2,monthly issuance
2260,1,monthly issuance
538,70,monthly issuance
548,16,monthly issuance
941,8,monthly issuance
2155,58,monthly issuance
4519,8,monthly issuance
3539,42,monthly issuance
6511,72,monthly issuance
2569,2,monthly issuance
43,36,monthly issuance
1047,46,monthly issuance
3479,22,monthly issuance
2868,1,monthly issuance
4328,72,monthly issuance
5628,61,monthly issuance
3160,22,monthly issuance
1856,26,monthly issuance
154,46,monthly issuance
3030,65,monthly issuance
1938,1,monthly issuance
1870,10,monthly issuance
3275,74,monthly issuance
8492,2,monthly issuance
10093,1,weekly issuance
3805,9,monthly issuance
200,17,monthly issuance
2471,6,monthly issuance
352,39,monthly issuance
1291,1,monthly issuance
161,28,monthly issuance
711,70,monthly issuance
964,26,monthly issuance
1012,65,monthly issuance
4276,43,monthly issuance
901,60,monthly issuance
7765,52,weekly issuance
90,1,monthly issuance
5574,13,weekly issuance
741,54,monthly issuance
2819,35,monthly issuance
478,58,monthly issuance
2615,68,monthly issuance
3503,1,monthly issuance
3921,18,monthly issuance
662,21,monthly issuance
2654,56,monthly issuance
9627,65,issuance after transaction
2470,16,monthly issuance
427,8,monthly issuance
709,19,monthly issuance
629,31,monthly issuance
2606,1,monthly issuance
6738,62,monthly issuance
2912,74,monthly issuance
4995,20,weekly issuance
1022,33,weekly issuance
1797,24,monthly issuance
3497,76,monthly issuance
1848,1,monthly issuance
582,12,monthly issuance
3167,18,monthly issuance
1579,57,monthly issuance
610,74,monthly issuance
3536,24,monthly issuance
1017,14,monthly issuance
3017,75,monthly issuance
3112,38,monthly issuance
1360,71,monthly issuance
2747,1,monthly issuance
9192,1,monthly issuance
1398,62,monthly issuance
1246,58,monthly issuance
1592,38,monthly issuance
3728,10,monthly issuance
4131,5,monthly issuance
377,70,monthly issuance
1911,68,monthly issuance
635,21,monthly issuance
3625,3,monthly issuance
3425,70,monthly issuance
1327,65,monthly issuance
8776,64,monthly issuance
2798,70,monthly issuance
2401,16,monthly issuance
3612,70,monthly issuance
4580,9,monthly issuance
3226,65,monthly issuance
7523,63,monthly issuance
3533,74,monthly issuance
422,53,weekly issuance
3608,72,weekly issuance
1105,55,monthly issuance
2596,1,monthly issuance
9006,40,weekly issuance
3579,53,monthly issuance
710,25,monthly issuance
7546,43,monthly issuance
1766,28,monthly issuance
1292,3,monthly issuance
3797,64,monthly issuance
3478,30,monthly issuance
8899,1,weekly issuance
1975,19,monthly issuance
3049,61,monthly issuance
3730,17,monthly issuance
1714,72,monthly issuance
518,74,monthly issuance
6321,1,monthly issuance
3926,72,monthly issuance
1878,52,weekly issuance
3712,3,monthly issuance
2030,51,monthly issuance
3869,72,monthly issuance
1908,20,monthly issuance
3142,2,monthly issuance
1301,18,monthly issuance
3288,54,monthly issuance
318,36,monthly issuance
3336,51,monthly issuance
1653,1,monthly issuance
577,29,monthly issuance
2960,19,monthly issuance
2267,54,weekly issuance
1989,48,monthly issuance
1352,1,monthly issuance
851,15,monthly issuance
716,47,monthly issuance
3555,32,monthly issuance
6,51,monthly issuance
1828,1,monthly issuance
1333,21,monthly issuance
11359,61,monthly issuance
3457,54,monthly issuance
2627,76,monthly issuance
2025,19,monthly issuance
3975,20,monthly issuance
2905,74,monthly issuance
3827,1,monthly issuance
939,55,monthly issuance
1421,71,monthly issuance
1934,46,monthly issuance
3878,23,monthly issuance
2363,47,monthly issuance
1559,14,monthly issuance
2195,73,monthly issuance
1205,73,monthly issuance
2059,37,monthly issuance
2333,45,monthly issuance
3074,74,weekly issuance
2840,15,monthly issuance
2430,3,monthly issuance
2463,56,monthly issuance
3860,4,monthly issuance
2788,54,monthly issuance
8127,37,monthly issuance
596,31,monthly issuance
3622,53,monthly issuance
1312,23,monthly issuance
2742,23,monthly issuance
654,63,monthly issuance
4283,39,monthly issuance
2924,56,monthly issuance
3756,39,weekly issuance
2790,1,monthly issuance
67,16,monthly issuance
2949,1,monthly issuance
3849,75,monthly issuance
5422,66,monthly issuance
988,10,monthly issuance
3058,44,monthly issuance
1958,40,monthly issuance
1441,50,monthly issuance
1109,66,monthly issuance
2536,41,monthly issuance
1295,15,monthly issuance
3419,1,monthly issuance
1993,68,monthly issuance
1076,1,monthly issuance
960,4,issuance after transaction
201,63,monthly issuance
1168,29,monthly issuance
2365,42,monthly issuance
973,54,monthly issuance
3663,67,monthly issuance
3576,58,monthly issuance
4082,49,monthly issuance
2541,57,monthly issuance
4476,24,monthly issuance
2572,64,issuance after transaction
2377,77,monthly issuance
1554,47,monthly issuance
5632,5,weekly issuance
940,37,monthly issuance
1583,69,issuance after transaction
2218,19,monthly issuance
1708,22,monthly issuance
449,19,monthly issuance
2044,6,monthly issuance
11186,12,monthly issuance
29,7,monthly issuance
3752,1,monthly issuance
2028,7,weekly issuance
1294,71,monthly issuance
106,63,monthly issuance
2707,61,monthly issuance
2027,19,monthly issuance
3369,8,monthly issuance
9731,54,issuance after transaction
1578,48,monthly issuance
8411,20,monthly issuance
1919,18,monthly issuance
1307,56,monthly issuance
2121,64,monthly issuance
1436,3,monthly issuance
3489,9,monthly issuance
3348,4,monthly issuance
2809,73,monthly issuance
3364,21,weekly issuance
2546,1,monthly issuance
2343,68,monthly issuance
594,54,monthly issuance
4434,41,monthly issuance
359,11,monthly issuance
3279,46,weekly issuance
1011,45,monthly issuance
8856,15,monthly issuance
2808,1,monthly issuance
5357,70,monthly issuance
775,1,monthly issuance
2524,1,monthly issuance
3903,58,monthly issuance
802,15,monthly issuance
3567,5,monthly issuance
68,37,issuance after transaction
1417,75,monthly issuance
3643,1,monthly issuance
10728,71,monthly issuance
2384,40,monthly issuance
1835,74,monthly issuance
3621,32,monthly issuance
1394,32,monthly issuance
3006,64,monthly issuance
2322,33,monthly issuance
1331,59,monthly issuance
2355,1,monthly issuance
3482,70,monthly issuance
4503,50,monthly issuance
2077,29,monthly issuance
685,37,weekly issuance
2163,17,monthly issuance
2239,25,monthly issuance
1706,1,monthly issuance
7795,64,monthly issuance
3128,1,monthly issuance
2978,74,monthly issuance
3141,1,weekly issuance
3250,1,monthly issuance
1955,49,monthly issuance
5650,10,issuance after transaction
3641,7,monthly issuance
2923,43,monthly issuance
8092,54,monthly issuance
2421,18,monthly issuance
1437,50,monthly issuance
756,65,monthly issuance
3244,56,monthly issuance
10630,41,monthly issuance
3981,23,monthly issuance
3812,72,monthly issuance
4368,1,monthly issuance
2729,40,monthly issuance
2446,3,monthly issuance
839,16,monthly issuance
1625,1,monthly issuance
2563,48,monthly issuance
1414,58,monthly issuance
7562,72,weekly issuance
2185,67,monthly issuance
1446,57,monthly issuance
915,72,monthly issuance
3777,70,monthly issuance
2414,1,monthly issuance
9814,64,weekly issuance
2681,28,monthly issuance
484,1,monthly issuance
217,77,monthly issuance
9030,72,monthly issuance
2352,70,monthly issuance
1526,52,monthly issuance
3841,8,monthly issuance
270,27,monthly issuance
1914,27,monthly issuance
2054,1,monthly issuance
2111,42,weekly issuance
1769,39,monthly issuance
2663,64,monthly issuance
4103,38,monthly issuance
5735,52,monthly issuance
3362,73,monthly issuance
2755,20,monthly issuance
3235,8,monthly issuance
795,25,monthly issuance
1548,47,monthly issuance
650,3,monthly issuance
11042,72,monthly issuance
3421,31,monthly issuance
1112,48,monthly issuance
3583,40,monthly issuance
4001,54,monthly issuance
393,46,monthly issuance
2718,29,monthly issuance
1496,57,monthly issuance
2968,15,monthly issuance
1889,59,monthly issuance
789,39,monthly issuance
7614,62,monthly issuance
8159,26,monthly issuance
2151,38,monthly issuance
3865,50,monthly issuance
4109,54,monthly issuance
515,57,monthly issuance
3817,70,monthly issuance
2268,1,monthly issuance
388,59,monthly issuance
3623,59,monthly issuance
1967,26,weekly issuance
4727,2,monthly issuance
3466,64,monthly issuance
3297,53,monthly issuance
607,16,monthly issuance
1858,72,monthly issuance
3978,59,monthly issuance
70,8,monthly issuance
781,33,monthly issuance
10884,65,monthly issuance
2688,72,monthly issuance
1772,31,weekly issuance
2490,22,monthly issuance
2047,20,monthly issuance
3839,1,monthly issuance
1633,51,monthly issuance
763,1,monthly issuance
4161,1,monthly issuance
2431,74,monthly issuance
3753,28,monthly issuance
1778,15,monthly issuance
2911,33,monthly issuance
3710,1,monthly issuance
1702,56,monthly issuance
3737,34,monthly issuance
190,74,monthly issuance
2865,1,monthly issuance
3014,75,weekly issuance
2680,46,monthly issuance
1129,35,monthly issuance
3233,31,monthly issuance
1287,35,monthly issuance
9897,1,monthly issuance
30,36,monthly issuance
2367,28,monthly issuance
3826,34,monthly issuance
376,25,monthly issuance
1108,26,monthly issuance
108,53,monthly issuance
1802,75,monthly issuance
3230,1,monthly issuance
3989,19,monthly issuance
2723,75,monthly issuance
7859,52,monthly issuance
7606,21,monthly issuance
158,37,monthly issuance
6397,48,monthly issuance
150,73,monthly issuance
3402,76,weekly issuance
2810,66,monthly issuance
586,54,monthly issuance
1261,52,monthly issuance
2856,25,monthly issuance
288,25,monthly issuance
3750,77,monthly issuance
1174,70,monthly issuance
1306,1,monthly issuance
5541,43,monthly issuance
1,18,monthly issuance
981,66,monthly issuance
767,25,monthly issuance
608,32,monthly issuance
1757,75,monthly issuance
6609,16,monthly issuance
870,70,monthly issuance
227,27,monthly issuance
568,18,monthly issuance
1254,74,monthly issuance
1540,1,monthly issuance
1692,56,monthly issuance
1249,67,monthly issuance
95,1,monthly issuance
1561,66,monthly issuance
2540,54,monthly issuance
248,1,monthly issuance
9493,64,monthly issuance
5126,58,monthly issuance
231,22,monthly issuance
2203,47,monthly issuance
6910,76,monthly issuance
1986,46,monthly issuance
2839,70,monthly issuance
1479,54,monthly issuance
3147,54,monthly issuance
6289,64,monthly issuance
1590,77,monthly issuance
7418,21,monthly issuance
19,21,monthly issuance
842,62,monthly issuance
1821,70,monthly issuance
206,61,monthly issuance
3109,18,monthly issuance
7815,19,weekly issuance
7136,12,weekly issuance
1228,62,monthly issuance
893,53,monthly issuance
3702,53,monthly issuance
4852,47,monthly issuance
2750,13,monthly issuance
1046,1,monthly issuance
3729,31,monthly issuance
1862,19,weekly issuance
1309,1,monthly issuance
1315,13,monthly issuance
3321,17,monthly issuance
3231,73,monthly issuance
5724,14,issuance after transaction
3823,74,monthly issuance
2726,18,monthly issuance
1038,64,monthly issuance
7861,34,monthly issuance
819,20,monthly issuance
455,54,monthly issuance
3930,37,monthly issuance
4423,39,monthly issuance
267,38,monthly issuance
922,61,monthly issuance
3735,1,monthly issuance
3449,1,monthly issuance
2751,31,monthly issuance
404,41,monthly issuance
2547,74,monthly issuance
1248,22,monthly issuance
2331,8,monthly issuance
1010,61,monthly issuance
54,4,monthly issuance
2364,33,monthly issuance
1280,70,monthly issuance
2931,36,monthly issuance
10351,23,monthly issuance
3936,39,monthly issuance
5194,1,issuance after transaction
3464,25,monthly issuance
533,40,monthly issuance
3940,35,weekly issuance
4538,70,monthly issuance
454,7,monthly issuance
1183,12,monthly issuance
2323,72,monthly issuance
463,51,monthly issuance
285,17,monthly issuance
4105,58,monthly issuance
2525,45,monthly issuance
6434,1,monthly issuance
2919,77,monthly issuance
1741,21,monthly issuance
746,75,monthly issuance
256,37,monthly issuance
3845,48,monthly issuance
4014,56,issuance after transaction
2178,64,monthly issuance
2935,68,monthly issuance
544,32,monthly issuance
1720,35,monthly issuance
875,63,monthly issuance
733,49,weekly issuance
3251,59,monthly issuance
5358,4,monthly issuance
2521,63,monthly issuance
10963,16,monthly issuance
57,1,monthly issuance
4589,4,monthly issuance
490,45,monthly issuance
3386,2,monthly issuance
8998,61,monthly issuance
11349,1,weekly issuance
2969,29,monthly issuance
1530,70,monthly issuance
1642,64,monthly issuance
6358,3,monthly issuance
10001,24,monthly issuance
3186,10,monthly issuance
1059,8,monthly issuance
3624,32,weekly issuance
1974,42,monthly issuance
2559,32,monthly issuance
11069,37,monthly issuance
3874,51,monthly issuance
3520,72,monthly issuance
2018,42,monthly issuance
2877,37,monthly issuance
2642,68,monthly issuance
553,26,monthly issuance
1092,41,monthly issuance
471,47,monthly issuance
53,77,monthly issuance
1413,65,monthly issuance
5774,1,monthly issuance
3392,1,monthly issuance
1465,30,monthly issuance
1420,68,monthly issuance
1620,17,monthly issuance
4121,54,monthly issuance
754,1,monthly issuance
3045,1,monthly issuance
3453,13,monthly issuance
1696,43,monthly issuance
2139,8,monthly issuance
1793,56,monthly issuance
3725,33,monthly issuance
896,3,monthly issuance
3252,12,monthly issuance
808,69,monthly issuance
3601,54,monthly issuance
131,52,monthly issuance
3124,6,monthly issuance
7618,72,weekly issuance
807,76,weekly issuance
3847,33,monthly issuance
223,39,monthly issuance
2328,35,monthly issuance
1519,9,monthly issuance
10019,8,monthly issuance
458,7,monthly issuance
120,65,weekly issuance
1846,6,monthly issuance
2096,32,monthly issuance
2297,46,monthly issuance
7184,5,monthly issuance
2781,16,monthly issuance
1031,74,monthly issuance
3810,43,monthly issuance
1151,40,monthly issuance
1728,74,monthly issuance
9235,37,monthly issuance
3363,30,monthly issuance
3436,5,monthly issuance
2533,49,monthly issuance
99,1,monthly issuance
638,65,monthly issuance
2292,41,monthly issuance
1725,72,issuance after transaction
3410,39,monthly issuance
1597,68,monthly issuance
2041,48,monthly issuance
5742,74,issuance after transaction
4415,73,monthly issuance
4330,47,monthly issuance
3458,63,monthly issuance
3330,76,monthly issuance
6649,1,monthly issuance
3779,74,monthly issuance
1103,66,monthly issuance
731,5,monthly issuance
2307,60,monthly issuance
3474,23,monthly issuance
625,70,monthly issuance
1075,35,monthly issuance
2281,1,monthly issuance
3895,27,monthly issuance
5263,64,monthly issuance
5794,70,monthly issuance
1220,1,monthly issuance
1568,23,monthly issuance
1344,12,issuance after transaction
8547,14,weekly issuance
1135,1,monthly issuance
4263,5,monthly issuance
3532,73,monthly issuance
1251,34,weekly issuance
1936,70,monthly issuance
2244,46,monthly issuance
2310,15,monthly issuance
1994,42,monthly issuance
720,54,monthly issuance
1472,2,monthly issuance
2144,55,issuance after transaction
953,14,monthly issuance
4081,11,monthly issuance
10018,8,monthly issuance
2553,41,monthly issuance
2520,18,monthly issuance
1252,13,weekly issuance
3357,54,monthly issuance
6985,38,monthly issuance
2957,25,monthly issuance
4948,43,monthly issuance
1803,24,monthly issuance
2577,7,monthly issuance
1009,1,weekly issuance
2265,65,monthly issuance
675,58,monthly issuance
5033,54,monthly issuance
1971,41,monthly issuance
2830,20,monthly issuance
1927,42,monthly issuance
5118,72,monthly issuance
3203,23,monthly issuance
3270,30,monthly issuance
1520,48,monthly issuance
4681,70,monthly issuance
3902,1,monthly issuance
8327,1,weekly issuance
1203,72,monthly issuance
2608,19,monthly issuance
2206,45,monthly issuance
3216,3,monthly issuance
1122,13,monthly issuance
786,53,monthly issuance
3631,1,monthly issuance
2514,16,monthly issuance
75,1,monthly issuance
3679,64,monthly issuance
2562,35,monthly issuance
2280,68,monthly issuance
3896,45,monthly issuance
11138,70,weekly issuance
5213,1,monthly issuance
531,31,monthly issuance
6856,43,monthly issuance
5024,70,monthly issuance
560,36,monthly issuance
11382,74,monthly issuance
2855,27,monthly issuance
2858,56,monthly issuance
3763,55,monthly issuance
995,64,monthly issuance
3315,23,monthly issuance
3582,19,monthly issuance
420,75,monthly issuance
937,43,monthly issuance
4258,51,monthly issuance
5066,13,weekly issuance
2236,73,monthly issuance
3995,12,monthly issuance
894,46,monthly issuance
418,36,monthly issuance
3254,36,monthly issuance
32,5,monthly issuance
213,73,monthly issuance
2833,64,monthly issuance
3553,70,monthly issuance
9052,43,issuance after transaction
3139,12,monthly issuance
1562,1,monthly issuance
1961,13,monthly issuance
353,24,monthly issuance
1640,13,monthly issuance
6872,15,monthly issuance
532,26,monthly issuance
674,49,monthly issuance
10365,22,monthly issuance
430,54,monthly issuance
429,63,monthly issuance
3269,37,monthly issuance
1810,50,monthly issuance
665,8,monthly issuance
3855,33,monthly issuance
3866,60,monthly issuance
3914,33,monthly issuance
3807,53,monthly issuance
3925,1,monthly issuance
219,28,monthly issuance
3552,62,monthly issuance
7957,51,monthly issuance
1149,18,monthly issuance
1423,76,monthly issuance
2853,54,monthly issuance
803,19,monthly issuance
2456,65,monthly issuance
619,1,weekly issuance
301,60,monthly issuance
372,55,monthly issuance
3492,33,monthly issuance
6463,16,monthly issuance
3628,70,monthly issuance
2358,7,monthly issuance
1613,1,monthly issuance
2866,43,monthly issuance
3010,46,monthly issuance
3368,24,monthly issuance
5125,1,monthly issuance
994,72,monthly issuance
1674,1,monthly issuance
3234,1,monthly issuance
1452,45,monthly issuance
9377,1,monthly issuance
3758,38,monthly issuance
138,22,monthly issuance
1376,64,monthly issuance
3770,23,monthly issuance
11271,5,monthly issuance
2353,51,monthly issuance
1335,54,monthly issuance
2119,74,monthly issuance
8,57,monthly issuance
1704,70,monthly issuance
1660,1,monthly issuance
5429,71,monthly issuance
3440,22,monthly issuance
2148,1,monthly issuance
676,39,monthly issuance
2731,1,monthly issuance
80,43,monthly issuance
3417,48,monthly issuance
169,4,monthly issuance
4047,45,weekly issuance
7487,4,monthly issuance
992,22,monthly issuance
331,65,monthly issuance
2835,73,monthly issuance
3677,1,monthly issuance
2565,74,monthly issuance
4190,62,monthly issuance
3317,4,monthly issuance
1690,16,monthly issuance
1448,1,monthly issuance
521,9,monthly issuance
3132,56,monthly issuance
3944,22,monthly issuance
1427,17,monthly issuance
1742,68,monthly issuance
6400,31,issuance after transaction
3486,64,monthly issuance
4473,45,monthly issuance
2965,6,monthly issuance
2301,22,monthly issuance
2674,50,monthly issuance
11,76,monthly issuance
8533,47,monthly issuance
1089,74,monthly issuance
5063,43,monthly issuance
1257,66,monthly issuance
990,17,monthly issuance
1581,39,monthly issuance
2424,1,monthly issuance
917,56,monthly issuance
2255,52,monthly issuance
11362,67,monthly issuance
1796,18,monthly issuance
2834,70,monthly issuance
8114,59,monthly issuance
260,24,monthly issuance
1749,64,monthly issuance
4650,4,monthly issuance
336,62,monthly issuance
308,61,monthly issuance
319,47,weekly issuance
762,76,monthly issuance
1142,74,monthly issuance
3200,17,issuance after transaction
3646,63,weekly issuance
1206,70,monthly issuance
501,13,monthly issuance
2235,45,monthly issuance
2487,42,monthly issuance
10762,1,monthly issuance
3131,21,monthly issuance
10520,55,issuance after transaction
2515,64,monthly issuance
2727,1,monthly issuance
1756,38,monthly issuance
2500,61,monthly issuance
1426,40,monthly issuance
602,43,monthly issuance
3637,53,monthly issuance
2481,1,monthly issuance
3080,57,monthly issuance
2621,55,monthly issuance
1238,1,monthly issuance
10710,19,monthly issuance
2871,52,monthly issuance
1403,17,monthly issuance
1629,10,monthly issuance
9353,59,monthly issuance
820,74,monthly issuance
3384,14,monthly issuance
257,11,monthly issuance
479,1,monthly issuance
3764,69,monthly issuance
155,58,monthly issuance
3945,50,monthly issuance
2157,77,monthly issuance
2051,64,weekly issuance
3061,76,monthly issuance
3111,60,monthly issuance
1691,48,monthly issuance
1044,14,monthly issuance
1945,56,monthly issuance
9790,52,monthly issuance
9928,60,monthly issuance
2580,60,monthly issuance
1599,57,monthly issuance
11079,16,monthly issuance
968,74,monthly issuance
810,46,monthly issuance
1760,53,monthly issuance
2550,67,monthly issuance
3572,65,monthly issuance
1030,57,monthly issuance
487,40,monthly issuance
3767,1,monthly issuance
348,25,monthly issuance
1867,52,monthly issuance
2516,6,monthly issuance
3303,1,monthly issuance
933,21,monthly issuance
3229,64,monthly issuance
1700,64,monthly issuance
2836,42,monthly issuance
338,49,monthly issuance
3148,33,monthly issuance
1357,56,monthly issuance
3772,7,monthly issuance
486,33,monthly issuance
1395,1,monthly issuance
1341,36,monthly issuance
9017,70,monthly issuance
10411,39,issuance after transaction
2783,43,monthly issuance
2015,68,monthly issuance
2341,33,monthly issuance
565,39,monthly issuance
337,17,monthly issuance
3780,44,monthly issuance
557,1,monthly issuance
3490,48,monthly issuance
3973,20,monthly issuance
2043,46,monthly issuance
2003,32,monthly issuance
728,60,monthly issuance
3970,24,monthly issuance
8169,29,monthly issuance
452,63,monthly issuance
3783,40,monthly issuance
3189,29,monthly issuance
3689,8,monthly issuance
2803,58,monthly issuance
1901,15,monthly issuance
3525,70,monthly issuance
3320,1,monthly issuance
2851,17,monthly issuance
2309,18,monthly issuance
2437,1,monthly issuance
1825,3,monthly issuance
253,46,monthly issuance
474,61,monthly issuance
633,57,monthly issuance
2374,1,monthly issuance
1104,39,monthly issuance
2692,28,monthly issuance
6927,74,weekly issuance
924,11,monthly issuance
3305,13,monthly issuance
2237,26,monthly issuance
1917,73,monthly issuance
1685,28,monthly issuance
791,49,monthly issuance
3858,2,monthly issuance
5001,53,monthly issuance
1469,67,monthly issuance
3476,3,monthly issuance
8039,9,monthly issuance
3205,1,monthly issuance
5477,57,monthly issuance
1212,70,monthly issuance
2095,56,monthly issuance
1137,60,monthly issuance
2570,1,monthly issuance
3092,46,monthly issuance
5661,53,monthly issuance
809,36,monthly issuance
522,17,monthly issuance
2630,64,monthly issuance
957,70,monthly issuance
1682,49,monthly issuance
3587,64,monthly issuance
4269,26,monthly issuance
3338,25,monthly issuance
3655,1,monthly issuance
84,44,issuance after transaction
4439,30,monthly issuance
4462,73,weekly issuance
3814,74,monthly issuance
2780,63,monthly issuance
3273,74,monthly issuance
3559,18,monthly issuance
3968,36,monthly issuance
2159,1,monthly issuance
849,1,monthly issuance
2288,69,monthly issuance
3051,9,monthly issuance
946,21,monthly issuance
2075,33,monthly issuance
8931,63,weekly issuance
9225,11,monthly issuance
3278,4,monthly issuance
2811,4,monthly issuance
1670,12,monthly issuance
275,29,monthly issuance
1455,66,monthly issuance
1311,60,monthly issuance
6678,54,monthly issuance
145,31,monthly issuance
312,41,monthly issuance
2233,43,monthly issuance
3530,34,monthly issuance
7828,36,monthly issuance
9024,1,monthly issuance
1711,63,monthly issuance
2223,44,monthly issuance
646,51,monthly issuance
2548,57,monthly issuance
2567,17,monthly issuance
2153,31,weekly issuance
1243,1,monthly issuance
3238,47,monthly issuance
954,74,monthly issuance
9633,70,monthly issuance
2716,66,monthly issuance
1580,69,monthly issuance
1483,10,monthly issuance
1263,30,weekly issuance
3966,42,monthly issuance
3937,76,monthly issuance
1591,65,monthly issuance
658,4,monthly issuance
3638,52,issuance after transaction
2605,21,monthly issuance
3661,50,monthly issuance
2686,26,monthly issuance
2944,22,monthly issuance
4994,1,weekly issuance
3949,54,monthly issuance
332,36,monthly issuance
69,64,monthly issuance
3673,30,monthly issuance
5267,4,monthly issuance
3170,1,monthly issuance
1632,18,weekly issuance
2143,1,monthly issuance
1227,69,monthly issuance
204,67,monthly issuance
1093,54,monthly issuance
1486,63,monthly issuance
4253,43,monthly issuance
1196,29,monthly issuance
3442,4,monthly issuance
9051,5,weekly issuance
3373,27,monthly issuance
1036,11,monthly issuance
3727,66,monthly issuance
2844,43,monthly issuance
10297,14,monthly issuance
3755,64,monthly issuance
1298,7,monthly issuance
1139,34,issuance after transaction
660,68,monthly issuance
335,74,monthly issuance
412,74,monthly issuance
2863,14,monthly issuance
2274,66,monthly issuance
2522,36,monthly issuance
4981,54,monthly issuance
771,22,monthly issuance
3832,45,monthly issuance
1508,69,monthly issuance
3784,25,monthly issuance
9645,38,monthly issuance
3947,76,monthly issuance
2416,5,monthly issuance
2243,25,monthly issuance
3993,54,monthly issuance
2225,15,monthly issuance
1759,39,monthly issuance
2207,35,monthly issuance
3803,61,monthly issuance
2754,57,weekly issuance
3009,1,monthly issuance
314,15,issuance after transaction
554,26,monthly issuance
2217,73,monthly issuance
262,75,monthly issuance
2214,45,monthly issuance
976,77,monthly issuance
1439,11,monthly issuance
417,73,monthly issuance
3084,59,weekly issuance
4204,21,monthly issuance
9504,9,monthly issuance
414,1,monthly issuance
4424,48,monthly issuance
3389,13,monthly issuance
2106,1,monthly issuance
355,62,weekly issuance
2702,74,monthly issuance
11054,59,weekly issuance
10558,40,monthly issuance
1859,50,monthly issuance
2109,34,monthly issuance
6512,34,weekly issuance
1963,42,monthly issuance
1977,41,monthly issuance
5181,75,monthly issuance
1791,1,monthly issuance
2635,27,monthly issuance
1623,1,monthly issuance
4293,64,issuance after transaction
4851,52,monthly issuance
2774,42,monthly issuance
2469,11,monthly issuance
3931,28,monthly issuance
2348,65,monthly issuance
218,68,monthly issuance
