client_id,birth_number,client_district_id,gender
1431,301108,55,Female
1432,610817,16,Female
1433,590710,72,Female
1434,670325,72,Male
1435,530625,52,Male
1438,631025,29,Female
1439,740910,29,Male
1440,780117,1,Male
1441,311205,42,Female
1442,330418,42,Male
1443,350125,29,Male
1444,420714,29,Female
1445,410724,68,Male
1446,540729,70,Male
1447,520621,70,Female
1448,571009,50,Female
1449,490629,41,Male
1450,690317,61,Female
1452,400528,72,Female
1453,660329,29,Female
1454,251003,73,Male
1455,270902,73,Female
1456,280424,70,Male
1457,341012,70,Female
1458,380408,67,Male
1459,760908,4,Male
1460,330313,23,Female
1461,691221,28,Male
1462,410302,49,Male
1463,360126,70,Female
1464,280401,36,Female
1465,310106,36,Male
1466,530822,39,Male
1467,240930,65,Male
1468,400416,77,Female
1469,660914,54,Female
1470,420504,1,Male
1471,380915,1,Female
1472,670910,1,Female
1473,311206,1,Female
1474,711215,45,Female
1475,320331,19,Male
1476,701130,70,Male
1478,690821,4,Male
1479,560622,1,Male
1480,430528,69,Male
1481,331123,62,Female
1482,500328,46,Female
1483,510510,1,Female
1484,520618,1,Male
1485,780514,7,Male
1486,740913,7,Female
1487,760827,48,Female
1488,610109,31,Male
1489,280124,6,Male
1490,280420,42,Male
1491,820421,19,Male
1492,680509,9,Female
1493,221229,1,Male
1494,150322,1,Female
1495,310210,1,Female
1496,420608,1,Female
1497,480803,53,Female
1498,410209,53,Male
1499,511129,74,Female
1500,811212,1,Male
1501,460122,68,Male
1502,730124,68,Male
1503,220901,58,Male
1504,180116,58,Female
1505,710625,65,Female
1506,310625,22,Male
1507,291122,22,Female
1508,540630,67,Female
1509,420419,62,Female
1510,480130,34,Female
1511,620306,13,Female
1512,420811,5,Female
1513,590821,74,Male
1514,570802,68,Male
1516,461017,38,Female
1517,561002,66,Male
1518,600728,3,Female
1519,590706,3,Male
1520,561105,72,Male
1521,791010,5,Male
1522,680514,52,Female
1523,310830,29,Female
1524,620113,30,Female
1525,430309,1,Male
1526,350315,1,Female
1527,341218,49,Male
1528,640320,57,Male
1529,720620,43,Female
1530,450806,74,Female
1531,600628,52,Female
1532,621030,52,Male
1533,601222,55,Male
1534,521222,17,Female
1535,361028,40,Male
1536,671013,37,Female
1537,791207,54,Male
1539,231119,32,Male
1540,371107,36,Male
1541,330306,36,Female
1542,191208,31,Male
1543,270602,31,Female
1546,300413,28,Male
1547,271220,28,Female
1548,230304,70,Male
1549,281114,70,Female
1550,461121,8,Female
1554,441215,55,Male
1555,500914,30,Male
1556,500402,66,Male
1557,591214,35,Female
1558,270125,11,Female
1559,401020,72,Male
1561,230916,1,Female
1562,190814,1,Male
1563,780806,3,Male
1564,470625,40,Female
1565,600519,71,Male
1566,661020,15,Female
1567,300419,50,Male
1568,270629,50,Female
1569,560717,54,Female
1570,580617,54,Male
1571,671015,7,Female
1572,631212,1,Female
1574,790218,18,Male
1575,231006,55,Female
1576,190502,55,Male
1577,440419,23,Male
1578,710815,40,Female
1579,631013,27,Male
1580,680618,1,Female
1581,630415,56,Female
1582,340214,54,Male
1583,720108,1,Female
1584,620129,1,Female
1585,350720,60,Male
1586,340112,60,Female
1587,280505,23,Male
1588,501029,45,Male
1589,511127,48,Female
1590,400810,13,Female
1591,530707,42,Female
1592,280411,56,Male
1593,250531,56,Female
1594,390929,56,Male
1595,541216,56,Female
1596,781022,58,Female
1597,560510,60,Male
1598,250425,67,Male
1599,641008,43,Male
1600,650615,43,Female
1601,690329,42,Female
1602,681230,42,Male
1603,680827,26,Male
1604,690721,26,Female
1605,800921,52,Female
1606,820902,65,Male
1607,410526,8,Female
1608,411111,53,Male
1609,440530,53,Female
1610,420423,68,Female
1611,631202,59,Female
1612,590630,59,Male
1613,610115,50,Male
1614,380518,21,Male
1615,520428,74,Female
1616,380523,54,Male
1617,500430,5,Female
1618,791207,17,Female
1619,420127,74,Female
1620,360515,74,Male
1621,520405,76,Female
1622,501012,52,Male
1623,630709,36,Male
1624,650910,9,Male
1625,730712,9,Female
1628,570325,12,Female
1629,660901,28,Male
1630,640219,28,Female
1631,760430,74,Male
1632,430220,8,Female
1633,720828,55,Female
1634,691110,55,Male
1635,300902,75,Female
1636,320912,75,Male
1637,431020,21,Male
1638,540130,40,Female
1639,590501,1,Female
1640,530613,51,Female
1641,230128,31,Female
1642,591010,1,Female
1643,760417,39,Female
1644,760606,56,Male
1645,610310,39,Female
1646,660317,8,Male
1647,780326,71,Female
1648,520312,46,Male
1649,500316,46,Female
1650,530329,1,Male
1651,660710,11,Female
1653,440619,42,Male
1654,631208,60,Male
1655,720204,74,Male
1656,680618,22,Female
1657,351002,32,Male
1658,290821,52,Female
1659,371215,1,Female
1660,821211,1,Female
1661,530416,47,Female
1662,670907,53,Male
1663,570429,19,Male
1664,181110,64,Female
1665,120302,64,Male
1666,410831,1,Male
1667,400813,1,Female
1668,490817,20,Female
1669,521025,47,Male
1670,610507,53,Male
1671,310915,57,Female
1672,280107,57,Male
1673,720709,48,Male
1674,201027,11,Female
1675,400215,74,Male
1676,530203,53,Male
1677,460907,53,Female
1679,420417,67,Female
1680,750328,29,Female
1681,401125,34,Male
1682,560907,69,Male
1683,511224,15,Female
1684,461025,15,Male
1685,440421,61,Female
1686,471108,1,Female
1687,470227,1,Male
1688,230810,32,Male
1689,361204,1,Male
1690,470817,46,Female
1691,780208,21,Female
1692,720207,62,Male
1693,800706,45,Female
1694,791227,45,Male
1696,230321,1,Female
1697,640110,55,Female
1698,671121,55,Male
1699,550311,17,Male
1700,490309,7,Male
1701,450611,7,Female
1702,730407,53,Female
1703,180111,50,Male
1704,141003,50,Female
1705,460701,19,Female
1706,440719,19,Male
1707,510218,10,Male
1709,521213,74,Female
1710,440211,54,Male
1711,620614,64,Female
1712,640101,64,Male
1713,350421,65,Male
1714,450522,58,Male
1717,790307,73,Female
1718,380727,75,Male
1719,700809,35,Male
1720,340224,33,Female
1721,340702,33,Male
1722,331001,68,Male
1723,810228,71,Female
1724,341021,68,Female
1725,590118,76,Female
1726,520603,76,Male
1727,510121,32,Male
1728,460818,32,Female
1729,470516,76,Male
1730,321215,40,Male
1731,681130,17,Female
1733,740720,57,Female
1734,751110,26,Male
1735,760531,26,Female
1736,790417,41,Female
1737,550730,27,Male
1738,630125,27,Female
1741,320702,70,Male
1742,540606,1,Male
1743,590727,3,Male
1744,691228,50,Female
1745,591018,23,Female
1746,590910,11,Female
1747,560220,11,Male
1748,761231,64,Male
1749,281117,50,Female
1750,641231,23,Male
1751,590124,54,Male
1752,781123,70,Male
1753,790226,60,Female
1754,790529,57,Male
1755,650818,65,Female
1756,360708,1,Male
1757,370930,1,Female
1758,471113,35,Male
1759,230116,63,Female
1760,230307,77,Male
1761,480423,45,Male
1762,561230,61,Male
1763,671207,46,Male
1764,710709,66,Male
1765,750803,9,Male
1768,510427,29,Male
1769,490805,12,Male
1770,511015,12,Female
1771,271020,54,Female
1772,790921,73,Female
1774,711005,32,Female
1775,431208,73,Male
1776,541024,30,Female
1777,630108,69,Female
1778,680902,69,Male
1779,351126,37,Male
1780,541209,54,Female
1781,240816,67,Male
1782,481224,19,Male
1783,461005,1,Female
1784,801102,2,Female
1785,751125,39,Male
1786,340625,63,Female
1787,311128,63,Male
1788,500323,1,Male
1789,330807,61,Female
1790,530528,1,Male
1791,660512,5,Female
1792,750901,54,Male
1793,450317,41,Female
1794,400330,54,Female
1795,600228,38,Female
1796,381123,10,Male
1797,411104,10,Female
1798,330708,70,Male
1799,590626,36,Male
1800,430928,63,Female
1801,700101,66,Male
1802,641016,66,Female
1803,460512,25,Female
1806,520103,5,Male
1807,350630,47,Male
1808,330626,47,Female
1809,310512,24,Male
1810,190630,41,Male
1811,390329,1,Male
1812,470517,36,Female
1813,490928,36,Male
1814,400312,57,Male
1815,770224,16,Female
1816,510724,62,Male
1817,531206,47,Female
1818,561002,47,Male
1819,790420,43,Female
1820,281120,50,Female
1821,410424,1,Male
1822,220913,71,Female
1823,780807,1,Female
1824,600803,69,Male
1825,740424,51,Female
1826,370912,13,Male
1827,410816,13,Female
1828,621114,69,Male
1829,420816,51,Female
1830,520203,33,Male
1831,761009,51,Male
1832,660731,1,Female
1833,661115,30,Male
1834,270219,7,Male
1835,280311,7,Female
1836,440307,36,Female
1837,570113,67,Male
1838,591127,67,Female
1839,361218,5,Female
1840,351028,5,Male
1841,530323,67,Female
1842,430913,9,Male
1843,390125,48,Female
1844,220203,74,Female
1845,181114,74,Male
1846,801212,48,Male
1847,790130,52,Female
1848,240702,6,Female
1849,220924,57,Female
1850,420705,52,Female
1851,750912,31,Female
1852,620905,50,Male
1853,650818,1,Male
1854,320527,70,Female
1856,680822,54,Female
1857,640316,54,Male
1860,641031,1,Female
1861,570715,29,Male
1862,771009,50,Female
1863,520216,54,Male
1864,480314,22,Male
1865,490609,22,Female
1866,420611,64,Female
1867,440924,1,Female
1868,800216,60,Male
1869,330214,1,Female
1870,350429,1,Male
1871,800220,1,Female
1872,630124,52,Female
1873,681026,52,Male
1874,461020,1,Male
1875,761019,15,Male
1876,510701,1,Male
1877,570821,47,Female
1878,630902,47,Male
1879,440402,21,Female
1880,740808,1,Male
1881,340124,72,Male
1882,320524,72,Female
1883,611027,18,Female
1884,760126,59,Female
1885,700107,47,Female
1886,200407,34,Male
1887,260715,54,Male
1888,180924,66,Female
1889,570728,32,Female
1890,550814,14,Female
1891,590304,62,Female
1892,280326,66,Male
1893,340211,66,Female
1894,471105,1,Female
1895,651103,47,Female
1896,820208,48,Male
1897,690307,36,Female
1898,610801,73,Male
1899,410703,10,Male
1900,651122,23,Male
1901,621107,23,Female
1903,390830,1,Female
1904,410222,66,Male
1905,490518,72,Female
1906,220707,63,Male
1907,280908,75,Female
1908,200117,33,Male
1909,440316,35,Female
1910,461108,67,Male
1911,380421,48,Female
1912,720226,57,Male
1913,680415,69,Male
1914,420620,39,Female
1915,390909,39,Male
1916,260719,28,Male
1917,690313,69,Female
1919,490504,30,Male
1920,750807,42,Male
1921,461026,1,Female
1922,490403,1,Male
1923,580507,1,Female
1924,380529,67,Male
1925,380623,37,Male
1926,350208,37,Female
1927,520426,77,Male
1928,520814,77,Female
1929,550815,65,Female
1930,340221,38,Female
1931,421114,16,Female
1932,400121,15,Female
1934,331121,70,Female
1935,290512,68,Female
1936,551016,15,Female
1937,600327,15,Male
1938,390930,57,Female
1939,250814,1,Male
1940,230122,1,Female
1941,210712,10,Female
1942,150510,10,Male
1943,260211,39,Male
1944,570122,31,Female
1945,540603,54,Male
1946,350719,72,Male
1947,810208,23,Male
1948,390219,71,Female
1949,420623,71,Male
1950,290706,26,Male
1951,710429,41,Male
1952,710309,52,Female
1953,650922,52,Male
1954,520728,69,Male
1955,711028,66,Female
1956,250709,1,Female
1957,720304,63,Male
1958,771121,63,Female
1959,201226,1,Male
1960,460823,22,Male
1961,200604,31,Female
1962,501118,6,Male
1963,450612,38,Male
1964,310805,17,Male
1965,390810,75,Male
1966,480701,19,Female
1967,631115,1,Female
1968,600813,1,Male
1969,260826,53,Female
1970,471105,1,Female
1971,690314,3,Female
1972,460429,1,Female
1973,310913,60,Female
1974,180714,10,Male
1975,150927,10,Female
1976,181012,72,Male
1977,351025,10,Female
1978,520522,18,Female
1979,260319,51,Female
1980,590430,77,Male
1981,700922,19,Female
1982,770708,53,Male
1983,820205,53,Female
1984,260829,1,Male
1985,371213,6,Male
1986,420813,6,Female
1988,520504,13,Male
1989,390113,50,Female
1990,431125,50,Male
1991,181109,64,Male
1993,750621,1,Male
1994,670706,1,Female
1995,410410,50,Female
1996,370320,1,Male
1997,771109,1,Female
1998,781215,40,Female
1999,820210,74,Female
2000,420509,39,Female
2001,770805,34,Female
2002,181126,70,Female
2003,210615,70,Male
2004,740203,1,Female
2005,791003,30,Male
2006,620822,41,Female
2007,580913,41,Male
2008,400607,47,Male
2009,360116,12,Male
2010,520812,37,Male
2011,251118,46,Female
2012,230627,46,Male
2013,400710,1,Female
2015,681115,1,Female
2016,341009,55,Male
2017,310123,55,Female
2018,450825,56,Female
2019,320928,73,Male
2020,251220,73,Female
2021,191208,67,Male
2022,391112,56,Male
2023,310902,56,Female
2024,340415,62,Male
2025,411231,39,Male
2026,341203,39,Female
2027,300122,12,Male
2028,241017,12,Female
2029,230919,5,Female
2030,800804,5,Female
2031,261215,54,Male
2032,430321,1,Male
2033,370702,1,Female
2034,260612,13,Male
2035,280727,13,Female
2037,480826,69,Female
2038,800329,1,Female
2039,690120,68,Female
2040,440807,59,Male
2041,560811,68,Male
2042,820704,49,Male
2043,540915,77,Female
2044,610918,32,Female
2045,560822,28,Male
2046,520826,28,Female
2047,430725,11,Female
2048,280603,23,Female
2049,270220,70,Male
2050,320523,70,Female
2051,181207,74,Female
2052,140519,74,Male
2053,180207,16,Male
2054,481206,48,Male
2055,760831,56,Female
2056,781209,1,Male
2057,760102,6,Female
2058,710302,76,Male
2059,720630,43,Male
2060,710604,43,Female
2061,530727,63,Male
2062,540522,63,Female
2063,500926,68,Female
2064,260730,53,Male
2065,780820,64,Male
2066,721027,1,Male
2067,791020,56,Male
2068,300524,72,Female
2069,230101,70,Female
2070,720723,70,Female
2071,731219,1,Male
2072,440209,75,Female
2073,560208,22,Male
2074,610916,24,Female
2075,220129,74,Male
2076,570207,63,Female
2077,300301,44,Female
2078,780803,10,Female
2079,250529,72,Female
2080,631226,60,Male
2081,721106,46,Female
2082,330204,67,Male
2083,430312,71,Male
2084,290216,1,Female
2085,281128,1,Male
2086,541029,35,Female
2087,770929,68,Male
2088,480826,32,Female
2089,670609,70,Female
2090,701007,70,Male
2091,280117,48,Female
2092,450321,72,Male
2093,700624,48,Male
2094,750906,48,Female
2095,740430,9,Male
2096,740906,74,Female
2097,361111,53,Male
2098,390528,53,Female
2099,180116,1,Male
2100,310929,33,Female
2101,350624,33,Male
2102,410527,51,Male
2103,440204,18,Female
2104,480108,37,Male
2105,470718,42,Female
2106,210321,74,Female
2107,230418,74,Male
2108,450421,77,Female
2109,500514,15,Female
2110,671103,3,Female
2111,240529,57,Female
2112,270915,21,Male
2113,370404,68,Male
2114,180821,51,Male
2115,140301,51,Female
2116,300614,76,Male
2117,450228,53,Male
2118,701112,1,Male
2119,600518,30,Female
2121,790925,64,Male
2122,700717,1,Female
2123,820517,53,Male
2124,490114,68,Female
2125,750412,71,Male
2126,750328,52,Female
2128,550813,38,Female
2129,621207,75,Male
2130,451029,21,Female
2131,750211,39,Female
2132,690206,39,Male
2133,211128,53,Female
2134,171214,53,Male
2135,400808,24,Female
2136,400724,28,Female
2137,621109,73,Female
2138,801219,68,Male
2139,320306,18,Female
2140,261018,18,Male
2141,510906,28,Male
2142,411220,21,Female
2143,481112,21,Male
2144,600128,15,Female
2145,681224,39,Female
2146,730104,65,Male
2147,630814,69,Female
2148,530720,31,Female
2149,230409,33,Female
2150,410417,61,Male
2151,451230,61,Female
2152,290907,17,Female
2153,490516,36,Female
2154,571128,60,Female
2155,580610,15,Male
2156,661227,33,Female
2157,451117,11,Male
2158,810506,10,Male
2159,300123,74,Female
2160,450531,70,Male
2161,200306,1,Female
2162,130912,1,Male
2163,180408,52,Male
2164,411029,47,Male
2165,450302,47,Female
2166,470722,30,Female
2167,811213,1,Male
2168,630712,46,Female
2169,710101,46,Male
2170,420430,70,Male
2171,581128,1,Male
2172,290821,7,Female
2173,511217,56,Female
2174,520808,74,Female
2175,420103,53,Female
2176,460716,18,Male
2177,420530,24,Female
2178,390809,46,Male
2179,391027,9,Female
2180,721017,51,Female
2181,680722,46,Male
2182,291201,75,Female
2183,310821,75,Male
2184,700707,24,Male
2185,570620,20,Female
2186,420726,48,Female
2187,330312,40,Male
2188,250825,40,Female
2189,621115,21,Female
2190,741022,28,Male
2191,790804,28,Female
2192,560412,1,Female
2193,520726,1,Male
2194,610822,50,Female
2195,420913,68,Female
2196,550216,31,Female
2197,621210,47,Female
2198,200222,17,Female
2199,111209,17,Male
2200,530731,66,Male
2201,290223,44,Male
2202,280817,44,Female
2203,391001,10,Male
2204,460819,54,Female
2205,521212,55,Male
2206,640604,10,Female
2207,610217,70,Female
2208,590109,70,Male
2209,270613,30,Female
2210,330423,30,Male
2211,200224,3,Female
2212,720527,52,Male
2213,681107,3,Male
2214,461107,5,Male
2215,250129,10,Male
2216,720704,1,Female
2217,740220,1,Male
2218,681108,43,Male
2219,641128,43,Female
2220,520217,20,Female
2221,450315,20,Male
2222,340803,1,Female
2223,430524,70,Female
2224,321004,54,Male
2225,601106,4,Female
2226,641009,74,Female
2227,750725,42,Male
2228,400320,43,Female
2229,440907,68,Male
2230,690531,5,Male
2231,711013,21,Female
2232,670527,36,Male
2233,641224,36,Female
2235,400420,14,Female
2236,780627,44,Female
2237,581003,47,Male
2238,540219,47,Female
2239,760109,6,Female
2240,320312,47,Female
2241,261230,47,Male
2242,760605,1,Female
2243,800704,1,Male
2246,530801,55,Female
2247,780113,35,Female
2248,751024,7,Male
2249,451207,32,Female
2250,381208,34,Female
2251,711013,26,Female
2252,651115,37,Male
2253,570909,37,Female
2254,271209,72,Female
2255,230824,50,Female
2256,740605,70,Male
2257,790831,62,Female
2258,791103,62,Male
2259,500102,19,Female
2260,620422,62,Female
2261,561113,62,Male
2263,340817,1,Male
2264,430508,4,Male
2265,770918,52,Male
2266,390123,16,Male
2267,660410,1,Female
2268,381226,10,Male
2269,631110,48,Female
2270,600421,61,Female
2271,641107,61,Male
2274,641014,9,Male
2275,650724,9,Female
2276,320427,44,Female
2277,790325,1,Male
2278,210701,76,Male
2279,531106,52,Male
2280,740424,10,Female
2281,780606,76,Female
2282,730311,60,Male
2283,610809,1,Male
2286,661126,54,Female
2287,791021,47,Male
2288,570823,32,Female
2289,540821,32,Male
2290,540530,31,Female
2291,570919,6,Male
2292,211110,59,Male
2293,691122,1,Male
2294,521227,32,Female
2295,390228,22,Female
2296,420613,22,Male
2297,650118,48,Male
2298,690515,48,Female
2299,400220,6,Female
2300,610707,35,Female
2301,601219,35,Male
2302,570126,74,Male
2303,390401,61,Female
2304,390211,61,Male
2305,490610,70,Female
2306,430821,70,Male
2307,230906,26,Male
2308,741031,27,Female
2309,760513,15,Female
2310,390723,40,Male
2311,351001,40,Female
2312,750215,11,Female
2313,801029,70,Male
2314,591216,34,Female
2315,631008,34,Male
2316,700325,1,Male
2317,760222,1,Male
2318,230919,20,Female
2319,700516,40,Female
2320,510523,60,Male
2321,680112,68,Female
2322,280611,15,Male
2323,420629,48,Female
2324,780716,27,Male
2325,550203,2,Female
2326,451214,72,Female
2327,191027,73,Male
2328,681002,24,Male
2329,730102,18,Male
2330,481117,40,Female
2331,570531,42,Female
2332,491222,60,Female
2333,491012,60,Male
2335,340328,66,Female
2336,220717,12,Male
2337,170409,12,Female
2338,570725,58,Female
2339,561206,58,Male
2340,530502,42,Male
2341,470713,42,Female
2342,481218,70,Male
2343,590318,1,Male
2344,240427,3,Female
2345,420719,33,Male
2346,471025,33,Female
2347,431217,35,Female
2348,330424,35,Male
2349,680710,46,Female
2350,670609,46,Male
2351,650417,38,Male
2352,770929,70,Female
2353,290917,4,Female
2354,671221,1,Male
2355,480630,6,Female
2356,300710,52,Male
2357,370110,52,Female
2358,461016,74,Female
2359,530701,74,Male
2361,680924,9,Male
2362,740902,9,Female
2363,470618,43,Male
2364,710426,56,Female
2365,530626,46,Female
2366,300101,35,Male
2367,310405,35,Female
2368,431222,64,Female
2369,401219,64,Male
2370,560821,41,Female
2371,560207,70,Female
2372,710409,23,Female
2373,540119,15,Male
2374,680727,9,Male
2375,650725,72,Female
2376,640819,72,Male
2377,501117,49,Male
2378,530313,63,Female
2379,640619,33,Female
2380,270817,40,Male
2381,311011,40,Female
2382,271025,62,Female
2383,470101,31,Female
2384,461217,31,Male
2385,330505,13,Male
2386,340310,13,Female
2387,450716,77,Female
2388,710729,42,Male
2389,240720,25,Male
2390,380513,57,Male
2391,420124,1,Male
2392,550521,26,Male
2393,760823,16,Female
2394,620604,5,Male
2395,530311,8,Male
2396,490829,41,Female
2397,180714,46,Male
2398,550825,71,Female
2399,430502,42,Female
2400,590410,19,Male
2401,480126,26,Female
2402,481026,41,Male
2403,630125,1,Female
2404,770705,27,Female
2405,750821,27,Male
2406,561006,49,Female
2407,750827,51,Male
2408,400428,6,Female
2409,640527,54,Male
2410,730208,73,Female
2411,680817,73,Male
2412,801026,20,Male
2413,610809,46,Male
2414,500713,54,Female
2415,570424,54,Male
2416,541223,72,Female
2417,380621,48,Female
2418,531227,1,Female
2419,540623,1,Female
2420,720606,48,Female
2421,701110,48,Male
2422,760609,68,Female
2423,570709,42,Male
2424,201110,54,Male
2425,770718,6,Female
2426,270609,74,Male
2427,341130,74,Female
2428,460627,1,Female
2429,731122,70,Male
2430,371028,5,Male
2431,661010,75,Male
2432,240308,27,Female
2433,640619,32,Male
2434,450524,42,Female
2435,431018,16,Female
2436,340806,25,Female
2437,361227,45,Male
2438,460919,52,Female
2439,441126,52,Male
2440,350909,17,Male
2441,281006,1,Male
2442,270708,1,Female
2443,490523,75,Male
2444,340826,4,Male
2445,690226,54,Male
2447,721007,68,Male
2448,710701,68,Female
2449,671228,1,Male
2450,750517,54,Female
2451,391206,42,Male
2452,520607,64,Female
2453,240113,13,Male
2454,400904,69,Female
2455,191104,72,Male
2456,231204,72,Female
2457,400817,68,Male
2458,320809,68,Female
2459,740722,20,Female
2460,630105,19,Female
2461,670402,64,Male
2462,340606,19,Male
2463,441217,7,Male
2464,450901,30,Male
2465,731017,51,Male
2467,460516,36,Female
2468,650318,71,Male
2469,570910,54,Female
2470,430614,53,Male
2471,420105,53,Female
2472,760329,70,Female
2473,761017,20,Female
2474,570406,42,Male
2475,820202,44,Female
2476,570216,75,Female
2477,520614,75,Male
2478,400524,48,Female
2479,590331,31,Female
2480,761208,46,Female
2481,480622,6,Male
2482,250107,34,Male
2483,291230,34,Female
2484,691221,68,Male
2485,330515,20,Male
2486,611005,76,Female
2487,670925,67,Female
2488,800922,9,Female
2489,750128,64,Female
2490,610326,61,Female
2491,390320,5,Female
2492,431213,5,Male
2493,621009,1,Male
2494,710106,37,Male
2495,391214,58,Female
2496,720707,1,Male
2497,620406,34,Female
2498,800312,37,Male
2499,440804,13,Male
2500,460820,24,Female
2501,401204,70,Female
2502,350313,1,Female
2503,770923,54,Female
2504,500109,61,Male
2505,600430,25,Female
2506,760927,76,Male
2507,520826,37,Female
2508,650807,72,Female
2509,710206,72,Male
2510,590610,72,Female
2511,750327,35,Female
2512,740727,35,Male
2513,410508,41,Male
2514,570211,59,Male
2515,580603,12,Male
2516,420105,33,Female
2517,240909,18,Male
2518,210507,18,Female
2519,700806,29,Female
2520,440730,62,Male
2521,470330,55,Female
2522,370908,74,Male
2523,371202,74,Female
2524,590731,36,Male
2525,520710,36,Female
2526,640726,1,Male
2527,470731,44,Female
2528,770216,25,Male
2529,390622,70,Male
2530,500211,8,Male
2531,540124,5,Female
2532,370509,29,Male
2533,290717,40,Female
2534,430110,1,Male
2535,450110,1,Male
2536,611022,64,Male
2537,571010,73,Male
2538,800223,56,Male
2539,720121,32,Female
2540,810626,46,Male
2542,441219,3,Male
2543,520827,3,Female
2545,530928,9,Female
2546,611203,41,Female
2547,531029,48,Female
2548,531006,48,Male
2549,230505,70,Female
2550,761012,1,Female
2551,390811,70,Female
2552,640124,74,Female
2553,761124,34,Male
2554,410920,64,Male
2555,630923,42,Male
2556,510210,44,Female
2557,570218,7,Male
2558,590118,30,Male
2559,650331,8,Female
2560,740620,70,Female
2561,450726,48,Male
2562,521101,42,Male
2563,710908,74,Male
2565,460522,64,Male
2566,630325,29,Female
2567,430530,64,Male
2568,380611,64,Female
2569,480401,69,Male
2570,470619,69,Female
2571,790425,43,Female
2572,531008,1,Male
2573,650310,1,Female
2574,320422,29,Female
2576,790516,46,Female
2577,180107,70,Male
2578,540708,76,Male
2579,350102,11,Female
2580,350307,11,Male
2581,531119,52,Female
2582,381215,51,Male
2583,370617,75,Male
2584,441215,4,Female
2585,710828,75,Female
2586,660514,8,Male
2587,730103,8,Female
2588,580519,33,Male
2589,630217,21,Male
2590,641019,42,Female
2591,600227,42,Male
2592,800831,1,Female
2593,770610,1,Male
2594,630731,55,Male
2596,611008,31,Male
2597,690806,28,Female
2598,651025,28,Male
2599,460109,1,Male
2600,230417,7,Female
2601,610725,37,Male
2602,660820,37,Female
2603,721103,38,Female
2604,260711,22,Male
2605,250417,22,Female
2606,430104,31,Male
2607,430327,63,Male
2608,430915,58,Female
2609,770509,1,Male
2610,800503,1,Female
2611,381109,77,Male
2612,750203,38,Male
2613,771026,1,Male
2614,460314,72,Male
2615,450826,64,Female
2616,700707,50,Male
2617,620626,50,Female
2618,420814,17,Male
2619,690709,63,Female
2620,680718,63,Male
2621,560509,51,Male
2622,730607,71,Male
2623,650716,16,Female
2625,721007,57,Male
2626,400214,1,Male
2628,311105,1,Female
2629,311203,1,Male
2630,370820,64,Female
2631,700521,18,Male
2632,630225,18,Female
2633,670712,1,Female
2635,661210,67,Female
2636,181024,28,Male
2637,350606,64,Male
2638,420107,1,Male
2639,500304,45,Female
2640,510129,45,Male
2642,730904,22,Male
2643,460107,54,Female
2644,640323,6,Female
2645,200422,67,Male
2646,370607,63,Female
2647,400326,9,Male
2648,341010,9,Female
2650,750305,75,Male
2651,691127,75,Female
2652,490509,41,Female
2653,500125,1,Male
2654,391008,59,Female
2655,630812,44,Male
2656,550915,54,Male
2657,480709,73,Male
2658,330121,11,Male
2659,410524,46,Male
2661,611017,1,Female
2662,780829,1,Male
2663,761001,8,Male
2666,350706,47,Female
2667,720101,9,Male
2668,750209,9,Female
2669,270508,51,Male
2670,360913,45,Male
2671,720422,35,Female
2672,400326,7,Female
2673,590716,65,Male
2674,521003,65,Female
2675,240122,31,Male
2676,610601,61,Male
2677,220524,33,Male
2678,180515,33,Female
2679,380930,1,Male
2680,450902,1,Female
2681,710104,45,Female
2682,750114,45,Male
2683,290613,48,Female
2684,530211,74,Female
2685,690621,73,Female
2686,510324,19,Female
2687,490822,19,Male
2688,671024,60,Female
2689,230117,16,Male
2690,711225,58,Female
2691,640517,47,Male
2692,250530,44,Male
2693,760804,46,Female
2694,271006,15,Female
2695,290516,15,Male
2696,470904,2,Male
2697,480814,2,Female
2698,701007,31,Female
2699,770223,31,Male
2700,450222,34,Male
2701,520329,1,Male
2702,190226,7,Male
2703,730312,2,Female
2704,490522,1,Female
2705,240430,43,Male
2706,670702,3,Male
2707,690523,45,Male
2708,580812,73,Male
2709,460614,26,Male
2712,560117,25,Male
2713,620902,36,Male
2714,700306,6,Female
2715,570704,7,Male
2716,690713,25,Female
2717,300428,46,Male
2718,321222,46,Female
2719,641030,29,Female
2720,490905,1,Female
2721,500626,24,Female
2724,750301,35,Male
2726,730728,1,Female
2727,680205,1,Male
2728,220813,74,Male
2729,660828,1,Male
2730,470318,52,Male
2731,271208,38,Male
2732,530916,57,Female
2733,271111,3,Female
2734,341112,3,Male
2735,280731,64,Male
2736,580215,1,Female
2738,510425,1,Male
2739,500126,13,Male
2740,671123,36,Female
2741,301129,41,Female
2742,480827,65,Female
2743,391004,50,Female
2744,430222,50,Male
2745,390807,54,Female
2746,710225,1,Male
2747,361014,6,Male
2748,361006,6,Female
2749,210304,14,Female
2750,130713,14,Male
2751,570124,68,Female
2752,710809,48,Male
2754,780524,66,Female
2755,700323,1,Female
2756,190928,31,Female
2758,460714,1,Male
2759,740126,2,Male
2760,751212,68,Female
2761,770929,1,Female
2762,530423,29,Female
2765,810420,36,Female
2766,590915,70,Male
2767,540604,70,Female
2768,640402,1,Male
2769,370515,69,Male
2770,540708,1,Male
2771,201025,37,Male
2772,230108,37,Female
2773,190913,49,Female
2774,210223,49,Male
2775,780709,41,Female
2776,340607,31,Female
2777,700328,46,Female
