loan_id,account_id,loan_amount,loan_duration,loan_payments,status,account_district_id,disp_id,client_id,has_disponent,client_district_id,last_balance,monthly_diff,code,region,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants > 2000,no. of cities ,ratio of urban inhabitants,average salary,ratio enterpreneurs,unemploymant rate growth,crime rate growth,age_on_loan_request,age_on_loan_request_disc,account_frequency_issuance after transaction,account_frequency_monthly issuance,account_frequency_weekly issuance,gender_Female,gender_Male
5131,816,48624,24,2026,1.0,52,980,980,False,40,47993.6,5675,40,3.0,9,16,9,8,0.853,9317,0.097,0.5800000000000001,-0.0006010084453394527,33,2.0,0.0,1.0,0.0,0.0,1.0
6960,9640,76416,24,3184,1.0,1,11558,11866,True,1,12262.9,-8271,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,57,4.0,0.0,1.0,0.0,0.0,1.0
6358,6715,137880,60,2298,-1.0,48,8105,8105,False,72,19966.8,-13833,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,32,2.0,0.0,0.0,1.0,0.0,1.0
5418,2245,347952,48,7249,1.0,29,2719,2719,False,29,57546.3,2615,29,7.0,52,10,6,6,0.556,8843,0.113,0.7800000000000002,0.0015312595703723148,30,2.0,0.0,1.0,0.0,1.0,0.0
6598,7857,68112,12,5676,1.0,75,9407,9715,False,35,39416.1,-32286,35,3.0,10,18,6,7,0.805,8867,0.13,0.18999999999999995,0.0026586157173756307,17,0.0,0.0,1.0,0.0,1.0,0.0
5464,2419,95808,12,7984,1.0,24,2922,2922,False,43,72500.4,4833,43,2.0,73,21,7,6,0.763,9425,0.125,0.78,-0.0011986110939488676,54,4.0,0.0,1.0,0.0,0.0,1.0
6591,7819,20832,48,434,1.0,38,9362,9670,False,38,17887.1,4842,38,3.0,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.001968503937007874,47,3.0,0.0,1.0,0.0,0.0,1.0
5724,3678,316140,60,5269,-1.0,1,4433,4433,False,1,12826.4,557,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,27,1.0,0.0,1.0,0.0,0.0,1.0
6315,6472,43164,12,3597,1.0,61,7814,7814,False,61,31349.9,-39044,61,6.0,139,28,6,6,0.5379999999999999,8814,0.107,0.9800000000000004,-0.00044954494177120704,19,0.0,0.0,1.0,0.0,1.0,0.0
5876,4413,221280,48,4610,1.0,74,5318,5318,True,74,31314.7,-26842,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,27,1.0,0.0,0.0,1.0,0.0,1.0
6986,9750,151728,48,3161,-1.0,74,11695,12003,False,74,26488.7,2943,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,19,0.0,0.0,1.0,0.0,0.0,1.0
6294,6353,79920,60,1332,1.0,26,7672,7672,False,26,31271.6,6464,26,7.0,0,0,1,1,1.0,10787,0.131,0.44999999999999973,0.0012907086577216645,42,3.0,0.0,1.0,0.0,0.0,1.0
5132,817,538500,60,8975,1.0,5,981,981,False,5,23271.0,5046,5,1.0,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.004434404283801874,35,2.0,0.0,1.0,0.0,0.0,1.0
5877,4414,97224,24,4051,1.0,24,5320,5320,True,17,19479.6,6300,17,5.0,99,15,6,7,0.614,8114,0.119,0.2400000000000002,0.0024033917528557157,44,3.0,0.0,1.0,0.0,1.0,0.0
6227,6030,28248,24,1177,1.0,47,7286,7286,False,47,33729.1,1775,47,2.0,83,26,6,6,0.728,9538,0.111,0.30000000000000004,-0.004114897281338418,25,1.0,0.0,1.0,0.0,1.0,0.0
7241,11021,168984,24,7041,-1.0,1,13240,13548,False,1,24304.3,1279,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,19,0.0,0.0,1.0,0.0,0.0,1.0
6737,8564,76680,24,3195,1.0,68,10255,10563,True,68,27191.2,-28785,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.00115360413899182,46,3.0,0.0,1.0,0.0,0.0,1.0
7004,9869,331560,60,5526,1.0,12,11836,12144,True,2,47992.1,8704,2,1.0,80,26,8,5,0.467,8507,0.132,0.18000000000000016,0.005794068673777058,14,0.0,0.0,1.0,0.0,0.0,1.0
6169,5700,103680,60,1728,-1.0,42,6895,6895,False,42,30227.6,1511,42,2.0,87,25,7,7,0.591,8388,0.087,0.5299999999999998,0.00010426767597777013,24,1.0,0.0,1.0,0.0,0.0,1.0
5208,1247,99696,48,2077,-1.0,25,1505,1505,False,65,32966.8,1569,65,6.0,101,41,5,4,0.43700000000000006,8403,0.105,-0.020000000000000462,0.0049124343257443085,24,1.0,0.0,1.0,0.0,1.0,0.0
6694,8316,134784,24,5616,1.0,70,9961,10269,False,70,16218.7,1621,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,55,4.0,0.0,1.0,0.0,1.0,0.0
5599,3064,15420,12,1285,1.0,40,3705,3705,False,1,31867.2,6215,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,30,2.0,0.0,1.0,0.0,1.0,0.0
6546,7607,31728,24,1322,1.0,1,9110,9418,True,1,32802.7,6162,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,45,3.0,0.0,1.0,0.0,0.0,1.0
5414,2228,185952,48,3874,1.0,34,2700,2700,False,34,82385.2,6693,34,3.0,28,11,5,5,0.877,9675,0.1,1.25,-0.0010619949535277395,50,4.0,0.0,1.0,0.0,0.0,1.0
5453,2361,156672,36,4352,1.0,28,2853,2853,False,28,23286.1,4298,28,7.0,66,26,10,8,0.369,8594,0.112,0.3899999999999997,-0.0007581919190526737,39,2.0,0.0,1.0,0.0,1.0,0.0
5740,3752,18564,12,1547,1.0,1,4527,4527,False,1,43265.7,8653,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,32,2.0,0.0,1.0,0.0,1.0,0.0
5804,4079,158976,48,3312,1.0,52,4916,4916,False,52,18894.0,5679,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354445,56,4.0,0.0,1.0,0.0,0.0,1.0
6745,8625,47304,24,1971,1.0,64,10328,10636,False,64,62458.3,10386,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,24,1.0,0.0,1.0,0.0,0.0,1.0
6950,9591,104712,24,4363,1.0,74,11496,11804,False,74,25947.2,4913,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,50,4.0,0.0,1.0,0.0,0.0,1.0
6996,9828,126600,24,5275,1.0,11,11787,12095,False,47,48720.6,-32281,47,2.0,83,26,6,6,0.728,9538,0.111,0.30000000000000004,-0.004114897281338418,56,4.0,0.0,1.0,0.0,0.0,1.0
5352,1993,68400,12,5700,-1.0,68,2422,2422,False,68,23946.1,4789,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.00115360413899182,19,0.0,0.0,1.0,0.0,1.0,0.0
6151,5628,225420,60,3757,1.0,61,6798,6798,False,61,32403.4,3240,61,6.0,139,28,6,6,0.5379999999999999,8814,0.107,0.9800000000000004,-0.00044954494177120704,47,3.0,0.0,1.0,0.0,1.0,0.0
5310,1762,248148,36,6893,1.0,28,2136,2136,False,28,41108.6,6415,28,7.0,66,26,10,8,0.369,8594,0.112,0.3899999999999997,-0.0007581919190526737,55,4.0,0.0,1.0,0.0,1.0,0.0
5045,347,187224,24,7801,-1.0,65,424,424,False,1,50832.1,2990,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,48,3.0,0.0,1.0,0.0,0.0,1.0
6929,9472,36396,12,3033,1.0,1,11354,11662,False,76,45480.6,6488,76,4.0,31,32,15,7,0.512,8369,0.107,1.1499999999999995,-0.007293768499399383,23,1.0,0.0,0.0,1.0,0.0,1.0
5151,960,189060,60,3151,1.0,4,1157,1157,False,4,68945.6,-30473,4,1.0,63,29,8,6,0.674,9753,0.109,0.41000000000000014,0.004323083799777174,36,2.0,1.0,0.0,0.0,1.0,0.0
5212,1256,71064,36,1974,1.0,38,1516,1516,False,38,31397.0,7003,38,3.0,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.001968503937007874,49,3.0,0.0,1.0,0.0,1.0,0.0
5138,854,87216,48,1817,1.0,62,1029,1029,False,1,29638.3,4748,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,41,3.0,0.0,1.0,0.0,1.0,0.0
5713,3629,158760,60,2646,1.0,48,4377,4377,False,48,19182.3,-7580,48,2.0,50,24,9,9,0.59,9060,0.124,0.6599999999999999,0.0007852574251155721,17,0.0,0.0,1.0,0.0,0.0,1.0
6704,8377,417060,60,6951,1.0,29,10042,10350,True,29,80978.7,5565,29,7.0,52,10,6,6,0.556,8843,0.113,0.7800000000000002,0.0015312595703723148,34,2.0,0.0,1.0,0.0,1.0,0.0
6474,7190,63360,60,1056,1.0,49,8677,8677,True,49,25635.0,5330,49,2.0,31,28,6,9,0.608,8208,0.155,0.3699999999999999,0.006117460527185043,40,3.0,0.0,1.0,0.0,0.0,1.0
6676,8159,29784,24,1241,1.0,26,9768,10076,True,26,37920.3,9480,26,7.0,0,0,1,1,1.0,10787,0.131,0.44999999999999973,0.0012907086577216645,25,1.0,0.0,1.0,0.0,1.0,0.0
6965,9656,139536,24,5814,1.0,61,11578,11886,False,61,36472.9,11512,61,6.0,139,28,6,6,0.5379999999999999,8814,0.107,0.9800000000000004,-0.00044954494177120704,54,4.0,0.0,1.0,0.0,1.0,0.0
6725,8489,265320,36,7370,1.0,19,10167,10475,True,51,35289.8,4785,51,2.0,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272485,47,3.0,0.0,1.0,0.0,1.0,0.0
7166,10630,198240,24,8260,1.0,41,12763,13071,False,41,35344.2,8529,41,3.0,8,8,6,3,0.856,9832,0.114,1.1600000000000006,-0.008209018120522545,39,2.0,0.0,1.0,0.0,0.0,1.0
7138,10440,60000,60,1000,1.0,72,12536,12844,False,45,16893.2,4561,45,2.0,85,19,7,5,0.535,8390,0.132,0.6100000000000003,0.0005390351271224508,49,3.0,0.0,1.0,0.0,0.0,1.0
5970,4774,465072,48,9689,1.0,66,5760,5760,True,66,37152.4,2064,66,6.0,151,41,5,5,0.483,8512,0.102,0.6100000000000003,-0.0011443829868395957,47,3.0,0.0,1.0,0.0,0.0,1.0
6157,5650,98592,24,4108,1.0,10,6829,6829,False,10,62671.9,-15882,10,1.0,55,29,7,5,0.467,10124,0.141,-0.020000000000000018,0.005494982841753182,32,2.0,1.0,0.0,0.0,1.0,0.0
6153,5632,285600,60,4760,1.0,5,6803,6803,True,5,28194.4,3524,5,1.0,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.004434404283801874,15,0.0,0.0,0.0,1.0,1.0,0.0
5693,3489,44088,24,1837,1.0,9,4217,4217,False,9,44368.6,6810,9,1.0,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.006146734854445318,44,3.0,0.0,1.0,0.0,1.0,0.0
5922,4580,20220,12,1685,1.0,9,5521,5521,False,9,31317.9,6243,9,1.0,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.006146734854445318,22,1.0,0.0,1.0,0.0,1.0,0.0
5959,4727,107640,24,4485,1.0,2,5701,5701,False,2,65325.4,-26926,2,1.0,80,26,8,5,0.467,8507,0.132,0.18000000000000016,0.005794068673777058,36,2.0,0.0,1.0,0.0,1.0,0.0
5980,4825,21396,12,1783,1.0,15,5826,5826,True,15,24782.0,-10116,15,5.0,22,16,8,5,0.519,9045,0.124,0.4700000000000002,0.0005782706306551466,27,1.0,0.0,1.0,0.0,0.0,1.0
6764,8776,33984,48,708,1.0,64,10510,10818,False,64,44465.4,3705,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,23,1.0,0.0,1.0,0.0,0.0,1.0
5237,1375,45336,24,1889,1.0,19,1663,1663,False,19,40939.5,6937,19,5.0,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227735,38,2.0,0.0,1.0,0.0,0.0,1.0
6726,8492,85860,60,1431,1.0,2,10171,10479,False,2,39366.8,5266,2,1.0,80,26,8,5,0.467,8507,0.132,0.18000000000000016,0.005794068673777058,40,3.0,0.0,1.0,0.0,1.0,0.0
6933,9493,188688,48,3931,1.0,64,11377,11685,False,64,23579.7,-16555,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,30,2.0,0.0,1.0,0.0,1.0,0.0
5145,915,309552,48,6449,1.0,72,1102,1102,False,72,51799.4,-27491,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,61,5.0,0.0,1.0,0.0,0.0,1.0
7008,9897,36168,12,3014,1.0,1,11873,12181,False,1,29138.1,-9940,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,34,2.0,0.0,1.0,0.0,0.0,1.0
7227,10942,314520,60,5242,1.0,44,13143,13451,False,44,50517.0,11009,44,2.0,77,26,9,7,0.53,8254,0.097,0.9699999999999998,0.0015055962729390376,40,3.0,0.0,0.0,1.0,1.0,0.0
6600,7861,21852,36,607,1.0,34,9413,9721,False,34,42899.4,7154,34,3.0,28,11,5,5,0.877,9675,0.1,1.25,-0.0010619949535277395,41,3.0,0.0,1.0,0.0,0.0,1.0
6712,8405,266220,60,4437,1.0,20,10074,10382,False,20,38159.6,7788,20,5.0,94,14,4,4,0.584,8547,0.12,0.9900000000000002,-0.00029725674489709255,31,2.0,0.0,1.0,0.0,1.0,0.0
7057,10093,231696,36,6436,1.0,1,12108,12416,True,1,39874.7,-32949,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,22,1.0,0.0,0.0,1.0,0.0,1.0
7176,10663,260028,36,7223,1.0,11,12805,13113,False,11,69850.9,-30615,11,1.0,35,36,9,7,0.365,9622,0.154,0.13999999999999996,0.0007139363010166982,19,0.0,0.0,1.0,0.0,0.0,1.0
7304,11349,419880,60,6998,1.0,1,13647,13955,True,1,24704.4,-39068,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,50,4.0,0.0,0.0,1.0,1.0,0.0
6362,6738,37908,12,3159,1.0,62,8130,8130,False,62,46113.5,-17143,62,6.0,22,41,15,5,0.40700000000000003,8544,0.109,0.5700000000000001,0.0012835648783702158,19,0.0,0.0,1.0,0.0,1.0,0.0
5880,4423,73836,36,2051,1.0,39,5333,5333,False,39,67453.1,9636,39,3.0,17,4,5,4,0.899,10446,0.09,2.0600000000000005,-0.0017014888027023646,28,1.0,0.0,1.0,0.0,1.0,0.0
6535,7546,41952,12,3496,1.0,43,9038,9346,False,43,24687.4,-17776,43,2.0,73,21,7,6,0.763,9425,0.125,0.78,-0.0011986110939488676,23,1.0,0.0,1.0,0.0,0.0,1.0
5449,2343,99336,24,4139,1.0,68,2831,2831,False,68,30838.7,5378,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.00115360413899182,15,0.0,0.0,1.0,0.0,1.0,0.0
6342,6609,60156,36,1671,-1.0,16,7980,7980,False,16,106112.8,11091,16,5.0,74,21,11,8,0.569,8427,0.107,0.41999999999999993,0.00041519839030777913,19,0.0,0.0,1.0,0.0,0.0,1.0
5409,2218,182040,60,3034,1.0,19,2686,2686,True,19,38747.5,-41228,19,5.0,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227735,45,3.0,0.0,1.0,0.0,1.0,0.0
6955,9627,244368,48,5091,1.0,65,11543,11851,False,65,86194.1,5387,65,6.0,101,41,5,4,0.43700000000000006,8403,0.105,-0.020000000000000462,0.0049124343257443085,26,1.0,1.0,0.0,0.0,0.0,1.0
6985,9731,113796,36,3161,1.0,54,11670,11978,True,54,34054.0,-13515,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,24,1.0,1.0,0.0,0.0,0.0,1.0
5125,789,73056,48,1522,1.0,39,944,944,True,39,21545.7,4051,39,3.0,17,4,5,4,0.899,10446,0.09,2.0600000000000005,-0.0017014888027023646,25,1.0,0.0,1.0,0.0,0.0,1.0
5805,4081,137904,24,5746,-1.0,11,4918,4918,False,11,35159.7,8789,11,1.0,35,36,9,7,0.365,9622,0.154,0.13999999999999996,0.0007139363010166982,28,1.0,0.0,1.0,0.0,0.0,1.0
6185,5774,31176,24,1299,1.0,1,6987,6987,False,1,50647.1,9867,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,28,1.0,0.0,1.0,0.0,0.0,1.0
7243,11042,217152,36,6032,1.0,72,13268,13576,False,72,42293.9,-26100,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,21,1.0,0.0,1.0,0.0,0.0,1.0
6403,6924,194880,48,4060,1.0,74,8359,8359,False,74,31007.0,-21098,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,16,0.0,0.0,1.0,0.0,0.0,1.0
6578,7765,27984,12,2332,1.0,52,9298,9606,False,52,18380.5,5914,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354445,47,3.0,0.0,0.0,1.0,0.0,1.0
5413,2227,92976,24,3874,1.0,31,2698,2698,True,31,21531.8,8883,31,7.0,34,12,4,4,0.5920000000000001,8930,0.108,0.6800000000000002,0.0024165416171340595,25,1.0,0.0,0.0,1.0,1.0,0.0
6949,9583,104712,24,4363,1.0,31,11486,11794,True,31,30115.3,9334,31,7.0,34,12,4,4,0.5920000000000001,8930,0.108,0.6800000000000002,0.0024165416171340595,25,1.0,0.0,0.0,1.0,1.0,0.0
6545,7606,191880,60,3198,1.0,21,9109,9417,False,21,78521.0,17723,21,5.0,87,16,8,7,0.67,9104,0.123,0.5599999999999998,0.000532187678403824,47,3.0,0.0,1.0,0.0,0.0,1.0
6178,5742,232560,48,4845,1.0,74,6946,6946,False,74,41243.5,6873,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,26,1.0,1.0,0.0,0.0,1.0,0.0
5160,1011,204000,60,3400,1.0,45,1215,1215,False,45,45077.7,-14213,45,2.0,85,19,7,5,0.535,8390,0.132,0.6100000000000003,0.0005390351271224508,52,4.0,0.0,1.0,0.0,0.0,1.0
6785,8899,125340,60,2089,1.0,1,10655,10963,False,1,19007.0,4204,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,52,4.0,0.0,0.0,1.0,0.0,1.0
6540,7562,309600,48,6450,1.0,72,9058,9366,False,72,35488.1,-35743,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,21,1.0,0.0,0.0,1.0,0.0,1.0
6589,7815,189696,24,7904,1.0,19,9355,9663,True,19,88662.1,13320,19,5.0,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227735,50,4.0,0.0,0.0,1.0,0.0,1.0
5900,4503,135360,48,2820,1.0,50,5433,5433,False,50,54883.5,4572,50,2.0,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.00010720307185529534,20,1.0,0.0,1.0,0.0,0.0,1.0
5999,4907,98832,48,2059,1.0,42,5928,5928,False,42,27184.4,5512,42,2.0,87,25,7,7,0.591,8388,0.087,0.5299999999999998,0.00010426767597777013,25,1.0,0.0,1.0,0.0,1.0,0.0
6043,5126,20352,48,424,1.0,58,6185,6185,True,58,21281.5,4232,58,6.0,98,16,7,4,0.636,8757,0.096,0.5700000000000003,0.002372577040049833,48,3.0,0.0,1.0,0.0,1.0,0.0
5482,2496,165120,60,2752,1.0,51,3013,3013,True,51,22745.4,4873,51,2.0,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272485,46,3.0,0.0,1.0,0.0,1.0,0.0
7263,11138,89880,24,3745,1.0,70,13382,13690,False,70,39079.5,7815,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,33,2.0,0.0,0.0,1.0,0.0,1.0
6013,4995,128988,36,3583,-1.0,20,6034,6034,False,20,9680.2,509,20,5.0,94,14,4,4,0.584,8547,0.12,0.9900000000000002,-0.00029725674489709255,56,4.0,0.0,0.0,1.0,0.0,1.0
5750,3804,63252,12,5271,1.0,7,4584,4584,False,7,49709.2,-28220,7,1.0,38,28,4,6,0.634,9920,0.13,0.6100000000000003,0.005880179466877804,47,3.0,0.0,1.0,0.0,1.0,0.0
6027,5066,61656,24,2569,-1.0,13,6115,6115,False,13,59695.5,9949,13,1.0,61,22,2,2,0.413,8598,0.123,0.48999999999999977,0.005155690732738636,42,3.0,0.0,0.0,1.0,1.0,0.0
6303,6400,72408,24,3017,-1.0,31,7727,7727,False,31,36363.9,9090,31,7.0,34,12,4,4,0.5920000000000001,8930,0.108,0.6800000000000002,0.0024165416171340595,38,2.0,1.0,0.0,0.0,1.0,0.0
7213,10884,113544,36,3154,1.0,65,13072,13380,False,65,13386.8,-14463,65,6.0,101,41,5,4,0.43700000000000006,8403,0.105,-0.020000000000000462,0.0049124343257443085,53,4.0,0.0,1.0,0.0,0.0,1.0
6659,8092,56100,60,935,1.0,54,9687,9995,False,54,15407.2,5096,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,38,2.0,0.0,1.0,0.0,0.0,1.0
6175,5735,290700,60,4845,-1.0,52,6936,6936,False,52,11574.8,890,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354445,37,2.0,0.0,1.0,0.0,1.0,0.0
5610,3112,123216,48,2567,1.0,38,3763,3763,True,38,77580.8,5850,38,3.0,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.001968503937007874,19,0.0,0.0,1.0,0.0,1.0,0.0
5563,2912,380160,60,6336,1.0,74,3519,3519,False,74,24549.6,1292,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,46,3.0,0.0,1.0,0.0,0.0,1.0
5989,4852,213300,36,5925,1.0,47,5860,5860,False,47,27341.3,4663,47,2.0,83,26,6,6,0.728,9538,0.111,0.30000000000000004,-0.004114897281338418,32,2.0,0.0,1.0,0.0,0.0,1.0
6698,8327,247728,48,5161,1.0,1,9974,10282,False,1,52551.7,9060,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,17,0.0,0.0,0.0,1.0,0.0,1.0
5312,1772,202788,36,5633,1.0,31,2148,2148,False,31,81623.6,-37324,31,7.0,34,12,4,4,0.5920000000000001,8930,0.108,0.6800000000000002,0.0024165416171340595,43,3.0,0.0,0.0,1.0,1.0,0.0
7189,10728,154656,48,3222,1.0,71,12882,13190,False,71,37180.5,-15560,71,4.0,5,35,15,10,0.6970000000000001,8678,0.102,-0.35999999999999943,-0.002387937504264174,39,2.0,0.0,1.0,0.0,0.0,1.0
6816,9017,100224,48,2088,-1.0,70,10797,11105,False,70,31387.1,-6247,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,39,2.0,0.0,1.0,0.0,1.0,0.0
6137,5574,44628,12,3719,1.0,13,6731,6731,False,13,80439.7,-38237,13,1.0,61,22,2,2,0.413,8598,0.123,0.48999999999999977,0.005155690732738636,52,4.0,0.0,0.0,1.0,0.0,1.0
5128,808,215616,48,4492,-1.0,69,968,968,False,69,8640.6,864,69,4.0,4,13,6,3,0.484,8173,0.124,4.185,-0.03675766563134911,39,2.0,0.0,1.0,0.0,0.0,1.0
5470,2456,200976,48,4187,1.0,65,2966,2966,False,65,47431.4,-17182,65,6.0,101,41,5,4,0.43700000000000006,8403,0.105,-0.020000000000000462,0.0049124343257443085,41,3.0,0.0,1.0,0.0,0.0,1.0
5593,3037,277884,36,7719,-1.0,44,3670,3670,False,44,11614.0,504,44,2.0,77,26,9,7,0.53,8254,0.097,0.9699999999999998,0.0015055962729390376,16,0.0,0.0,1.0,0.0,1.0,0.0
5350,1967,249312,48,5194,1.0,26,2392,2392,False,26,55426.5,9360,26,7.0,0,0,1,1,1.0,10787,0.131,0.44999999999999973,0.0012907086577216645,41,3.0,0.0,0.0,1.0,0.0,1.0
6063,5213,320976,48,6687,-1.0,1,6299,6299,False,1,46462.2,-43825,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,60,5.0,0.0,1.0,0.0,0.0,1.0
6501,7418,30276,12,2523,-1.0,21,8888,9196,False,21,24930.3,-14385,21,5.0,87,16,8,7,0.67,9104,0.123,0.5599999999999998,0.000532187678403824,57,4.0,0.0,1.0,0.0,1.0,0.0
5452,2352,49440,60,824,1.0,70,2843,2843,False,70,45021.6,7121,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,30,2.0,0.0,1.0,0.0,1.0,0.0
4961,19,30276,12,2523,-1.0,21,25,25,False,21,15854.0,-15083,21,5.0,87,16,8,7,0.67,9104,0.123,0.5599999999999998,0.000532187678403824,57,4.0,0.0,1.0,0.0,1.0,0.0
4973,67,165960,24,6915,1.0,16,78,78,False,16,23703.8,-36296,16,5.0,74,21,11,8,0.569,8427,0.107,0.41999999999999993,0.00041519839030777913,52,4.0,0.0,1.0,0.0,1.0,0.0
6190,5794,123600,60,2060,1.0,70,7010,7010,True,70,15505.6,1550,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,29,1.0,0.0,1.0,0.0,0.0,1.0
6715,8411,220620,60,3677,1.0,20,10081,10389,False,20,26428.9,-15878,20,5.0,94,14,4,4,0.584,8547,0.12,0.9900000000000002,-0.00029725674489709255,53,4.0,0.0,1.0,0.0,1.0,0.0
5892,4462,66480,24,2770,-1.0,73,5384,5384,False,73,34891.2,6978,73,4.0,17,49,14,7,0.564,8746,0.09,0.41000000000000014,0.0004285078587242552,61,5.0,0.0,0.0,1.0,0.0,1.0
6550,7614,320592,48,6679,1.0,62,9119,9427,True,62,69148.6,-38133,62,6.0,22,41,15,5,0.40700000000000003,8544,0.109,0.5700000000000001,0.0012835648783702158,26,1.0,0.0,1.0,0.0,1.0,0.0
5706,3608,161496,36,4486,1.0,72,4352,4352,False,72,29371.5,4225,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,25,1.0,0.0,0.0,1.0,0.0,1.0
5148,940,284280,60,4738,1.0,37,1133,1133,True,37,94617.3,-35733,37,3.0,71,26,8,9,0.623,9065,0.123,0.9299999999999997,0.00016665789519849832,38,2.0,0.0,1.0,0.0,1.0,0.0
6734,8547,173016,36,4806,1.0,14,10235,10543,False,14,88331.6,8030,14,5.0,69,27,11,9,0.748,10045,0.135,0.29000000000000004,-0.0017390227705052733,51,4.0,0.0,0.0,1.0,1.0,0.0
6109,5422,368880,60,6148,1.0,66,6544,6544,True,66,105727.0,8955,66,6.0,151,41,5,5,0.483,8512,0.102,0.6100000000000003,-0.0011443829868395957,22,1.0,0.0,1.0,0.0,0.0,1.0
6961,9645,176148,36,4893,1.0,38,11565,11873,False,38,53592.6,-17186,38,3.0,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.001968503937007874,33,2.0,0.0,1.0,0.0,1.0,0.0
6810,9006,186384,48,3883,1.0,40,10785,11093,False,40,21033.8,5108,40,3.0,9,16,9,8,0.853,9317,0.097,0.5800000000000001,-0.0006010084453394527,37,2.0,0.0,0.0,1.0,0.0,1.0
5494,2572,360000,48,7500,1.0,64,3103,3103,False,64,64765.2,-50549,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,23,1.0,1.0,0.0,0.0,1.0,0.0
